9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 912 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 27, Y = -77, Z = -206, qw = 882, qx = -1175, qy = -1063, qz = 16283, gx = 962, gy = -2974, gz = 834
AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 26, Y = -6, Z = -46, qw = 1749, qx = 2441, qy = -660, qz = 16093, gx = 42, gy = -60, gz = 475

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 54, Y = -11, Z = -77, qw = 1702, qx = 2449, qy = -631, qz = 16098, gx = 410, gy = -63, gz = 466

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 60, Y = -9, Z = -70, qw = 1654, qx = 2460, qy = -582, qz = 16103, gx = 647, gy = -68, gz = 450

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 10, Y = 11, Z = -11, qw = 974, qx = -700, qy = -1347, qz = -16284, gx = -218, gy = 502, gz = 299

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -10, Y = -7, Z = -9, qw = 1008, qx = -661, qy = -1336, qz = -16285, gx = -82, gy = 479, gz = 351

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 6, Y = 51, Z = 17, qw = 1044, qx = -628, qy = -1338, qz = -16284, gx = 51, gy = 389, gz = 375

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 57, Y = 3, Z = -59, qw = 1607, qx = 2467, qy = -535, qz = 16108, gx = 601, gy = -42, gz = 435

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 57, Y = 3, Z = -59, qw = 1607, qx = 2467, qy = -535, qz = 16108, gx = 601, gy = -42, gz = 435

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 63, Y = -4, Z = -26, qw = 1560, qx = 2468, qy = -519, qz = 16113, gx = 263, gy = 0, gz = 495

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 73, Y = 2, Z = -1, qw = 1507, qx = 2461, qy = -541, qz = 16119, gx = -156, gy = 50, gz = 628

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -23, Y = -19, Z = 26, qw = 1074, qx = -611, qy = -1345, qz = -16282, gx = 111, gy = 218, gz = 313

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -65, Y = -35, Z = 24, qw = 1092, qx = -650, qy = -1347, qz = -16279, gx = -6, gy = -422, gz = 235

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -111, Y = -91, Z = -6, qw = 1112, qx = -722, qy = -1360, qz = -16273, gx = 99, gy = -798, gz = 293

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 101, Y = -34, Z = 40, qw = 1451, qx = 2460, qy = -597, qz = 16122, gx = -513, gy = -56, gz = 717

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 86, Y = -87, Z = 63, qw = 1394, qx = 2485, qy = -665, qz = 16121, gx = -621, gy = -366, gz = 732

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 83, Y = -128, Z = 35, qw = 1335, qx = 2525, qy = -717, qz = 16117, gx = -437, gy = -528, gz = 712

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -138, Y = -99, Z = 2, qw = 1144, qx = -791, qy = -1389, qz = -16266, gx = 295, gy = -755, gz = 410

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 28, Y = 10, Z = -170, qw = 1191, qx = -869, qy = -1427, qz = -16255, gx = 387, gy = -863, gz = 576

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 39, Y = -10, Z = -146, qw = 1253, qx = -872, qy = -1435, qz = -16250, gx = 131, gy = 23, gz = 694

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 84, Y = -125, Z = 8, qw = 1275, qx = 2578, qy = -746, qz = 16112, gx = -167, gy = -645, gz = 680

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 83, Y = -104, Z = -5, qw = 1223, qx = 2643, qy = -757, qz = 16105, gx = 27, gy = -751, gz = 545

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 71, Y = -82, Z = -20, qw = 1186, qx = 2703, qy = -759, qz = 16098, gx = 95, gy = -698, gz = 378

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 41, Y = -28, Z = -115, qw = 1317, qx = -814, qy = -1394, qz = -16251, gx = -369, gy = 734, gz = 674

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 14, Y = -70, Z = -30, qw = 1376, qx = -709, qy = -1324, qz = -16257, gx = -663, gy = 1288, gz = 591

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -47, Y = -107, Z = 62, qw = 1430, qx = -570, qy = -1252, qz = -16263, gx = -652, gy = 1669, gz = 501

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 48, Y = -62, Z = -35, qw = 1158, qx = 2751, qy = -761, qz = 16092, gx = 73, gy = -546, gz = 278

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 47, Y = -61, Z = -40, qw = 1131, qx = 2787, qy = -768, qz = 16087, gx = 8, gy = -427, gz = 291

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 54, Y = -73, Z = -47, qw = 1097, qx = 2820, qy = -785, qz = 16083, gx = -92, gy = -394, gz = 378

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -15, Y = -98, Z = 69, qw = 1475, qx = -442, qy = -1190, qz = -16268, gx = -549, gy = 1520, gz = 414

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 24, Y = -113, Z = 59, qw = 1510, qx = -343, qy = -1137, qz = -16271, gx = -485, gy = 1181, gz = 325

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = -108, Z = 33, qw = 1536, qx = -262, qy = -1086, qz = -16274, gx = -475, gy = 975, gz = 232

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 37, Y = -90, Z = -56, qw = 1058, qx = 2845, qy = -811, qz = 16080, gx = -182, gy = -325, gz = 464

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 41, Y = -90, Z = -65, qw = 1015, qx = 2866, qy = -844, qz = 16077, gx = -268, gy = -273, gz = 523

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 53, Y = -97, Z = -67, qw = 972, qx = 2891, qy = -893, qz = 16073, gx = -427, gy = -340, gz = 546

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -52, Y = -125, Z = 15, qw = 1556, qx = -189, qy = -1029, qz = -16276, gx = -558, gy = 885, gz = 171

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -38, Y = -134, Z = 16, qw = 1575, qx = -123, qy = -968, qz = -16279, gx = -605, gy = 813, gz = 171

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -49, Y = -150, Z = 13, qw = 1599, qx = -69, qy = -917, qz = -16280, gx = -504, gy = 681, gz = 236

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 57, Y = -111, Z = -60, qw = 934, qx = 2918, qy = -956, qz = 16067, gx = -606, gy = -371, gz = 521

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 67, Y = -115, Z = -42, qw = 905, qx = 2944, qy = -1031, qz = 16059, gx = -749, gy = -371, gz = 442

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 80, Y = -114, Z = -38, qw = 891, qx = 2974, qy = -1111, qz = 16049, gx = -826, gy = -403, gz = 289

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -54, Y = -167, Z = 13, qw = 1631, qx = -31, qy = -889, qz = -16278, gx = -267, gy = 470, gz = 338

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -59, Y = -159, Z = 61, qw = 1674, qx = -8, qy = -882, qz = -16274, gx = -46, gy = 288, gz = 460

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -68, Y = -197, Z = 81, qw = 1718, qx = 7, qy = -881, qz = -16270, gx = -2, gy = 187, gz = 488

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 74, Y = -116, Z = -19, qw = 893, qx = 3012, qy = -1185, qz = 16036, gx = -795, gy = -484, gz = 90

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 65, Y = -115, Z = 1, qw = 904, qx = 3062, qy = -1239, qz = 16022, gx = -598, gy = -600, gz = -60

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 57, Y = -96, Z = -21, qw = 915, qx = 3121, qy = -1266, qz = 16008, gx = -285, gy = -672, gz = -125

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -72, Y = -218, Z = 80, qw = 1754, qx = 12, qy = -874, qz = -16266, gx = -70, gy = 85, gz = 406

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -22, Y = -236, Z = 57, qw = 1778, qx = 9, qy = -858, qz = -16265, gx = -171, gy = -1, gz = 264

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -32, Y = -263, Z = 47, qw = 1787, qx = 8, qy = -836, qz = -16265, gx = -241, gy = 29, gz = 99

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 50, Y = -79, Z = -48, qw = 923, qx = 3184, qy = -1267, qz = 15995, gx = -3, gy = -712, gz = -156

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 45, Y = -50, Z = -75, qw = 930, qx = 3246, qy = -1258, qz = 15983, gx = 118, gy = -683, gz = -153

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 55, Y = -34, Z = -101, qw = 937, qx = 3300, qy = -1254, qz = 15972, gx = 63, gy = -604, gz = -142

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -25, Y = -222, Z = 5, qw = 1787, qx = 40, qy = -809, qz = -16266, gx = -264, gy = 384, gz = -11

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -25, Y = -222, Z = 5, qw = 1787, qx = 40, qy = -809, qz = -16266, gx = -264, gy = 384, gz = -11

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -8, Y = -181, Z = -48, qw = 1787, qx = 115, qy = -781, qz = -16267, gx = -216, gy = 861, gz = -48

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -4, Y = -180, Z = -74, qw = 1781, qx = 200, qy = -758, qz = -16268, gx = -144, gy = 975, gz = -113

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 55, Y = -45, Z = -108, qw = 946, qx = 3346, qy = -1256, qz = 15961, gx = -19, gy = -519, gz = -144

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 60, Y = -39, Z = -118, qw = 955, qx = 3382, qy = -1251, qz = 15954, gx = 57, gy = -390, gz = -143

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 58, Y = -35, Z = -128, qw = 965, qx = 3403, qy = -1230, qz = 15950, gx = 226, gy = -211, gz = -175

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -51, Y = -239, Z = -61, qw = 1778, qx = 260, qy = -744, qz = -16268, gx = -79, gy = 676, gz = -61

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -68, Y = -185, Z = -72, qw = 1794, qx = 286, qy = -764, qz = -16265, gx = 251, gy = 276, gz = 170

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -60, Y = -136, Z = -66, qw = 1830, qx = 278, qy = -826, qz = -16258, gx = 685, gy = -139, gz = 423

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 39, Y = -6, Z = -160, qw = 978, qx = 3405, qy = -1195, qz = 15952, gx = 359, gy = 21, gz = -226

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 30, Y = 10, Z = -168, qw = 994, qx = 3382, qy = -1156, qz = 15959, gx = 374, gy = 309, gz = -242

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 36, Y = 11, Z = -160, qw = 1014, qx = 3342, qy = -1127, qz = 15968, gx = 256, gy = 496, gz = -248

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -6, Y = -143, Z = -24, qw = 1873, qx = 266, qy = -891, qz = -16250, gx = 699, gy = -189, gz = 501

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -17, Y = -149, Z = -8, qw = 1912, qx = 265, qy = -937, qz = -16243, gx = 516, gy = -50, gz = 451

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -43, Y = -155, Z = -2, qw = 1945, qx = 269, qy = -967, qz = -16237, gx = 337, gy = 25, gz = 384

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 37, Y = 12, Z = -149, qw = 1035, qx = 3297, qy = -1114, qz = 15977, gx = 75, gy = 536, gz = -229

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 40, Y = -25, Z = -121, qw = 1060, qx = 3254, qy = -1113, qz = 15984, gx = -64, gy = 509, gz = -232

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 35, Y = -39, Z = -106, qw = 1087, qx = 3208, qy = -1107, qz = 15992, gx = -20, gy = 554, gz = -264

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -63, Y = -156, Z = -25, qw = 1973, qx = 268, qy = -988, qz = -16233, gx = 228, gy = -24, gz = 313

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -57, Y = -162, Z = -48, qw = 1994, qx = 252, qy = -1005, qz = -16229, gx = 171, gy = -179, gz = 256

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -39, Y = -156, Z = -61, qw = 2012, qx = 225, qy = -1020, qz = -16226, gx = 140, gy = -308, gz = 228

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 38, Y = -39, Z = -94, qw = 1114, qx = 3163, qy = -1087, qz = 16000, gx = 136, gy = 543, gz = -307

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 50, Y = -34, Z = -87, qw = 1144, qx = 3130, qy = -1056, qz = 16007, gx = 262, gy = 425, gz = -361

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 44, Y = -24, Z = -85, qw = 1173, qx = 3098, qy = -1015, qz = 16014, gx = 374, gy = 429, gz = -386

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -19, Y = -156, Z = -52, qw = 2028, qx = 189, qy = -1040, qz = -16224, gx = 177, gy = -414, gz = 210

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -20, Y = -187, Z = -47, qw = 2044, qx = 149, qy = -1064, qz = -16220, gx = 213, gy = -473, gz = 208

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -1, Y = -125, Z = -41, qw = 2060, qx = 111, qy = -1090, qz = -16217, gx = 238, gy = -442, gz = 211

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 49, Y = -11, Z = -75, qw = 1206, qx = 3053, qy = -968, qz = 16023, gx = 413, gy = 572, gz = -416

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 47, Y = -9, Z = -72, qw = 1244, qx = 2990, qy = -925, qz = 16034, gx = 349, gy = 778, gz = -460

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -10, Y = -237, Z = -28, qw = 1289, qx = 2907, qy = -889, qz = 16048, gx = 248, gy = 1002, gz = -506

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -10, Y = -237, Z = -28, qw = 1289, qx = 2907, qy = -889, qz = 16048, gx = 248, gy = 1002, gz = -506

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = -112, Z = -35, qw = 2077, qx = 77, qy = -1116, qz = -16213, gx = 244, gy = -402, gz = 227

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -11, Y = -110, Z = -37, qw = 2097, qx = 55, qy = -1133, qz = -16210, gx = 166, gy = -248, gz = 242

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 6, Y = -143, Z = -33, qw = 2115, qx = 49, qy = -1137, qz = -16207, gx = 45, gy = -62, gz = 203

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -37, Y = -328, Z = 0, qw = 1345, qx = 2811, qy = -860, qz = 16062, gx = 135, gy = 1148, gz = -600

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -21, Y = -223, Z = 33, qw = 1400, qx = 2722, qy = -841, qz = 16074, gx = 38, gy = 1051, gz = -580

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 133, Y = 156, Z = 21, qw = 1445, qx = 2660, qy = -829, qz = 16081, gx = 7, gy = 734, gz = -467

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = -127, Z = -29, qw = 2129, qx = 52, qy = -1131, qz = -16206, gx = -57, gy = 48, gz = 152

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 23, Y = -115, Z = -15, qw = 2133, qx = 61, qy = -1122, qz = -16206, gx = -82, gy = 114, gz = 41

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 15, Y = -105, Z = -27, qw = 2127, qx = 81, qy = -1108, qz = -16207, gx = -115, gy = 239, gz = -79

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 168, Y = 301, Z = -5, qw = 1480, qx = 2631, qy = -813, qz = 16083, gx = 83, gy = 367, gz = -402

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 219, Y = 350, Z = -16, qw = 1538, qx = 2617, qy = -788, qz = 16081, gx = 161, gy = 211, gz = -671

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Ranges to 1 devices:   0x36: 1030 mm

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 134, Y = 186, Z = 2, qw = 1633, qx = 2611, qy = -762, qz = 16074, gx = 112, gy = 129, gz = -1099

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 36, Y = 79, Z = 13, qw = 1712, qx = 2590, qy = -756, qz = 16069, gx = -95, gy = 282, gz = -870

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 53, Y = -126, Z = 2, qw = 2114, qx = 109, qy = -1095, qz = -16210, gx = -96, gy = 320, gz = -171

9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 1030 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 24, Y = -133, Z = -2, qw = 2102, qx = 145, qy = -1087, qz = -16212, gx = -32, gy = 390, gz = -162

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -32, Y = -48, Z = -8, qw = 2105, qx = 183, qy = -1071, qz = -16212, gx = -123, gy = 454, gz = 4

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 78, Y = 84, Z = 13, qw = 1746, qx = 2586, qy = -777, qz = 16065, gx = -300, gy = 37, gz = -346

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 99, Y = 82, Z = -1, qw = 1751, qx = 2599, qy = -811, qz = 16061, gx = -366, gy = -185, gz = -7

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -45, Y = -65, Z = -19, qw = 2120, qx = 211, qy = -1043, qz = -16211, gx = -264, gy = 360, gz = 137

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -91, Y = -95, Z = -60, qw = 2139, qx = 223, qy = -1016, qz = -16210, gx = -271, gy = 182, gz = 200

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -93, Y = -105, Z = -3, qw = 2156, qx = 207, qy = -1006, qz = -16209, gx = -128, gy = -153, gz = 210

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 83, Y = 99, Z = -11, qw = 1732, qx = 2597, qy = -839, qz = 16062, gx = -268, gy = -15, gz = 258

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 69, Y = 91, Z = -28, qw = 1695, qx = 2579, qy = -863, qz = 16068, gx = -212, gy = 165, gz = 461

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 58, Y = 3, Z = -15, qw = 1641, qx = 2546, qy = -890, qz = 16077, gx = -237, gy = 321, gz = 668

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -86, Y = -117, Z = -14, qw = 2173, qx = 184, qy = -1003, qz = -16207, gx = -65, gy = -242, gz = 206

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -86, Y = -117, Z = -14, qw = 2173, qx = 184, qy = -1003, qz = -16207, gx = -65, gy = -242, gz = 206

