9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -59, Y = -23, Z = -6, qw = 9165, qx = 1842, qy = -846, qz = -13429, gx = 371, gy = 254, gz = 6
9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 1, Y = 0, Z = -34, qw = 9096, qx = 2077, qy = -1008, qz = -13430, gx = 0, gy = 68, gz = -17

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 0, Y = -1, Z = -33, qw = 9096, qx = 2084, qy = -1007, qz = -13429, gx = 29, gy = 73, gz = -6

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 5, Y = -3, Z = -23, qw = 9095, qx = 2092, qy = -1008, qz = -13429, gx = 63, gy = 73, gz = -9

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -3, Y = -1, Z = -12, qw = 9094, qx = 2101, qy = -1010, qz = -13428, gx = 71, gy = 63, gz = -6

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -5, Y = -6, Z = -22, qw = 9094, qx = 2107, qy = -1011, qz = -13427, gx = 50, gy = 55, gz = -5

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -12, Y = -9, Z = -35, qw = 9093, qx = 2113, qy = -1009, qz = -13427, gx = 21, gy = 53, gz = -18

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -17, Y = -12, Z = -44, qw = 9090, qx = 2120, qy = -1009, qz = -13427, gx = 45, gy = 60, gz = -32

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -7, Y = -2, Z = -18, qw = 9085, qx = 2131, qy = -1014, qz = -13429, gx = 123, gy = 61, gz = -56

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 5, Y = 3, Z = 2, qw = 9077, qx = 2145, qy = -1025, qz = -13431, gx = 195, gy = 43, gz = -76

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 5, Y = 3, Z = 2, qw = 9077, qx = 2145, qy = -1025, qz = -13431, gx = 195, gy = 43, gz = -76

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 18, Y = 14, Z = 29, qw = 9068, qx = 2159, qy = -1039, qz = -13434, gx = 229, gy = 27, gz = -84

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 28, Y = 23, Z = 53, qw = 9061, qx = 2170, qy = -1052, qz = -13436, gx = 201, gy = 18, gz = -71

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 26, Y = 23, Z = 36, qw = 9056, qx = 2178, qy = -1057, qz = -13437, gx = 95, gy = 34, gz = -45

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 18, Y = 16, Z = 15, qw = 9055, qx = 2180, qy = -1053, qz = -13438, gx = -20, gy = 46, gz = -26

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 13, Y = 11, Z = -8, qw = 9055, qx = 2180, qy = -1045, qz = -13439, gx = -79, gy = 42, gz = -13

9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 669 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 7, Y = 5, Z = -31, qw = 9056, qx = 2180, qy = -1038, qz = -13438, gx = -63, gy = 52, gz = -2

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 5, Y = 4, Z = -26, qw = 9057, qx = 2182, qy = -1034, qz = -13438, gx = -19, gy = 39, gz = 1

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 3, Y = 4, Z = -19, qw = 9056, qx = 2186, qy = -1036, qz = -13437, gx = 34, gy = 23, gz = 6

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 5, Y = 4, Z = -11, qw = 9056, qx = 2189, qy = -1041, qz = -13437, gx = 77, gy = 6, gz = 9

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 7, Y = 5, Z = 4, qw = 9056, qx = 2194, qy = -1048, qz = -13435, gx = 90, gy = 7, gz = 12

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 5, Y = 3, Z = 6, qw = 9057, qx = 2199, qy = -1052, qz = -13434, gx = 63, gy = 27, gz = 21

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 2, Y = 0, Z = 0, qw = 9059, qx = 2201, qy = -1050, qz = -13432, gx = 0, gy = 37, gz = 25

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -4, Y = -5, Z = -15, qw = 9063, qx = 2201, qy = -1045, qz = -13430, gx = -54, gy = 40, gz = 34

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -13, Y = -3, Z = -43, qw = 9066, qx = 2202, qy = -1038, qz = -13428, gx = -65, gy = 49, gz = 31

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -9, Y = -5, Z = -53, qw = 9068, qx = 2203, qy = -1032, qz = -13427, gx = -45, gy = 50, gz = 16

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -2, Y = -8, Z = -52, qw = 9068, qx = 2206, qy = -1030, qz = -13427, gx = -10, gy = 37, gz = 5

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 0, Y = -9, Z = -51, qw = 9069, qx = 2210, qy = -1030, qz = -13426, gx = 24, gy = 41, gz = 11

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 3, Y = -11, Z = -29, qw = 9071, qx = 2216, qy = -1031, qz = -13423, gx = 54, gy = 49, gz = 29

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -3, Y = -11, Z = -19, qw = 9074, qx = 2223, qy = -1033, qz = -13420, gx = 56, gy = 65, gz = 47

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -12, Y = -13, Z = -21, qw = 9079, qx = 2231, qy = -1031, qz = -13415, gx = 25, gy = 85, gz = 63

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -30, Y = -19, Z = -39, qw = 9084, qx = 2236, qy = -1025, qz = -13411, gx = -22, gy = 85, gz = 67

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -13, Y = -36, Z = -48, qw = 9089, qx = 2240, qy = -1015, qz = -13408, gx = -59, gy = 92, gz = 56

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 1, Y = -42, Z = -32, qw = 9094, qx = 2242, qy = -1004, qz = -13405, gx = -76, gy = 85, gz = 49

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -36, Y = -23, Z = -56, qw = 9103, qx = 2252, qy = -990, qz = -13399, gx = -63, gy = 165, gz = 93

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -53, Y = -8, Z = -57, qw = 9109, qx = 2270, qy = -975, qz = -13393, gx = -18, gy = 213, gz = 74

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -18, Y = -13, Z = -49, qw = 9108, qx = 2282, qy = -967, qz = -13392, gx = 10, gy = 128, gz = -9

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -4, Y = -11, Z = -41, qw = 9104, qx = 2290, qy = -962, qz = -13394, gx = 9, gy = 77, gz = -59

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 0, Y = -7, Z = -50, qw = 9100, qx = 2298, qy = -957, qz = -13395, gx = -6, gy = 97, gz = -48

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -8, Y = -11, Z = -68, qw = 9098, qx = 2308, qy = -950, qz = -13395, gx = -3, gy = 124, gz = -34

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -13, Y = -11, Z = -62, qw = 9097, qx = 2321, qy = -944, qz = -13394, gx = 31, gy = 142, gz = -24

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -15, Y = -7, Z = -51, qw = 9095, qx = 2339, qy = -942, qz = -13393, gx = 96, gy = 156, gz = -20

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -10, Y = -5, Z = -23, qw = 9091, qx = 2359, qy = -943, qz = -13392, gx = 138, gy = 171, gz = -40

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 0, Y = 9, Z = 0, qw = 9086, qx = 2379, qy = -943, qz = -13391, gx = 129, gy = 181, gz = -47

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 1, Y = 9, Z = 1, qw = 9082, qx = 2398, qy = -940, qz = -13391, gx = 99, gy = 186, gz = -50

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 6, Y = 12, Z = 0, qw = 9079, qx = 2415, qy = -935, qz = -13391, gx = 62, gy = 176, gz = -50

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 10, Y = 7, Z = -2, qw = 9075, qx = 2429, qy = -930, qz = -13391, gx = 42, gy = 166, gz = -48

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 10, Y = 8, Z = -12, qw = 9073, qx = 2443, qy = -925, qz = -13390, gx = 42, gy = 154, gz = -36

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 10, Y = 9, Z = -6, qw = 9071, qx = 2456, qy = -922, qz = -13389, gx = 60, gy = 142, gz = -20

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 14, Y = 11, Z = 7, qw = 9070, qx = 2471, qy = -923, qz = -13387, gx = 103, gy = 134, gz = -11

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 12, Y = 10, Z = 28, qw = 9069, qx = 2487, qy = -925, qz = -13384, gx = 115, gy = 148, gz = 3

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 8, Y = 7, Z = 23, qw = 9070, qx = 2502, qy = -922, qz = -13381, gx = 70, gy = 162, gz = 17

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 1, Y = 0, Z = 12, qw = 9073, qx = 2514, qy = -916, qz = -13378, gx = 12, gy = 156, gz = 25

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -1, Y = 2, Z = 2, qw = 9076, qx = 2524, qy = -908, qz = -13374, gx = -17, gy = 148, gz = 26

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 3, Y = 8, Z = -11, qw = 9077, qx = 2533, qy = -899, qz = -13372, gx = -26, gy = 146, gz = 8

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 15, Y = 7, Z = -7, qw = 9078, qx = 2543, qy = -893, qz = -13370, gx = -5, gy = 134, gz = 0

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 31, Y = 7, Z = -2, qw = 9078, qx = 2552, qy = -889, qz = -13369, gx = 25, gy = 115, gz = 2

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 30, Y = 0, Z = 1, qw = 9081, qx = 2560, qy = -889, qz = -13365, gx = 36, gy = 103, gz = 35

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 9, Y = -1, Z = 8, qw = 9087, qx = 2569, qy = -888, qz = -13359, gx = 45, gy = 110, gz = 83

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -1, Y = -6, Z = 11, qw = 9095, qx = 2580, qy = -888, qz = -13352, gx = 56, gy = 121, gz = 111

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -14, Y = -12, Z = 11, qw = 9104, qx = 2591, qy = -886, qz = -13344, gx = 42, gy = 128, gz = 123

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -21, Y = -16, Z = 6, qw = 9113, qx = 2601, qy = -884, qz = -13336, gx = 30, gy = 126, gz = 120

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -31, Y = -19, Z = 8, qw = 9120, qx = 2609, qy = -881, qz = -13329, gx = 17, gy = 110, gz = 99

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -28, Y = -19, Z = 8, qw = 9126, qx = 2617, qy = -879, qz = -13324, gx = 16, gy = 95, gz = 73

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -26, Y = -17, Z = 8, qw = 9130, qx = 2623, qy = -876, qz = -13320, gx = 15, gy = 86, gz = 52

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -25, Y = -17, Z = 8, qw = 9133, qx = 2631, qy = -872, qz = -13317, gx = 6, gy = 99, gz = 37

9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 837 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -22, Y = -18, Z = 9, qw = 9136, qx = 2640, qy = -866, qz = -13314, gx = 5, gy = 126, gz = 30

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -24, Y = -19, Z = 7, qw = 9138, qx = 2650, qy = -857, qz = -13311, gx = 8, gy = 142, gz = 26

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -24, Y = -20, Z = 0, qw = 9140, qx = 2660, qy = -848, qz = -13308, gx = 6, gy = 131, gz = 18

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -12, Y = -21, Z = -11, qw = 9140, qx = 2669, qy = -840, qz = -13307, gx = 8, gy = 120, gz = 3

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -12, Y = -18, Z = -19, qw = 9140, qx = 2678, qy = -834, qz = -13305, gx = 15, gy = 107, gz = -4

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -7, Y = -8, Z = -21, qw = 9139, qx = 2688, qy = -831, qz = -13304, gx = 41, gy = 97, gz = -12

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 5, Y = -4, Z = -21, qw = 9137, qx = 2696, qy = -831, qz = -13304, gx = 61, gy = 76, gz = -20

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 9, Y = 0, Z = -9, qw = 9135, qx = 2704, qy = -833, qz = -13303, gx = 63, gy = 64, gz = -13

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 7, Y = -2, Z = 0, qw = 9134, qx = 2715, qy = -834, qz = -13302, gx = 79, gy = 85, gz = 1

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 12, Y = -6, Z = 10, qw = 9135, qx = 2727, qy = -835, qz = -13299, gx = 93, gy = 111, gz = 17

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 11, Y = -13, Z = 13, qw = 9137, qx = 2737, qy = -835, qz = -13296, gx = 64, gy = 102, gz = 30

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -4, Y = -21, Z = -4, qw = 9140, qx = 2745, qy = -832, qz = -13292, gx = 29, gy = 108, gz = 41

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -6, Y = -23, Z = -14, qw = 9143, qx = 2754, qy = -828, qz = -13288, gx = 14, gy = 110, gz = 40

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -9, Y = -22, Z = -17, qw = 9144, qx = 2763, qy = -823, qz = -13285, gx = 28, gy = 115, gz = 22

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -7, Y = -23, Z = -22, qw = 9144, qx = 2774, qy = -820, qz = -13284, gx = 48, gy = 116, gz = 5

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 2, Y = -14, Z = -11, qw = 9142, qx = 2784, qy = -820, qz = -13283, gx = 77, gy = 94, gz = -11

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -17, Y = 0, Z = -39, qw = 1681, qx = 1024, qy = -740, qz = 16248, gx = 14, gy = 27, gz = 92

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -13, Y = -1, Z = -37, qw = 1673, qx = 1016, qy = -742, qz = 16250, gx = -19, gy = 78, gz = 101

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -11, Y = -23, Z = -29, qw = 1664, qx = 1004, qy = -747, qz = 16251, gx = -60, gy = 119, gz = 107

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -11, Y = -30, Z = -25, qw = 1655, qx = 991, qy = -753, qz = 16253, gx = -76, gy = 140, gz = 115

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -11, Y = -32, Z = -28, qw = 1645, qx = 981, qy = -759, qz = 16254, gx = -65, gy = 96, gz = 123

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -12, Y = -28, Z = -44, qw = 1635, qx = 979, qy = -762, qz = 16255, gx = -29, gy = 15, gz = 109

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 7, Y = -7, Z = -4, qw = 9140, qx = 2795, qy = -822, qz = -13282, gx = 97, gy = 79, gz = -22

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 8, Y = -8, Z = 1, qw = 9137, qx = 2804, qy = -825, qz = -13282, gx = 96, gy = 65, gz = -20

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 16, Y = -24, Z = -1, qw = 9135, qx = 2812, qy = -828, qz = -13281, gx = 84, gy = 56, gz = -14

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 17, Y = -30, Z = 0, qw = 9133, qx = 2817, qy = -831, qz = -13281, gx = 75, gy = 41, gz = -10

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 75, Y = -53, Z = 14, qw = 9133, qx = 2823, qy = -833, qz = -13280, gx = 66, gy = 40, gz = 7

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 43, Y = -38, Z = 33, qw = 9139, qx = 2826, qy = -834, qz = -13275, gx = 15, gy = 34, gz = 88

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 43, Y = -38, Z = 33, qw = 9139, qx = 2826, qy = -834, qz = -13275, gx = 15, gy = 34, gz = 88

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -39, Y = -6, Z = -29, qw = 9153, qx = 2841, qy = -826, qz = -13263, gx = -8, gy = 216, gz = 185

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -13, Y = -19, Z = -47, qw = 1628, qx = 980, qy = -759, qz = 16256, gx = 33, gy = -12, gz = 82

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -13, Y = -8, Z = -58, qw = 1620, qx = 980, qy = -755, qz = 16257, gx = 51, gy = 2, gz = 79

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -12, Y = -11, Z = -66, qw = 1612, qx = 980, qy = -756, qz = 16257, gx = 4, gy = 1, gz = 94

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -56, Y = -6, Z = -40, qw = 9166, qx = 2855, qy = -817, qz = -13252, gx = -11, gy = 216, gz = 156

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -40, Y = -15, Z = -45, qw = 9171, qx = 2869, qy = -811, qz = -13246, gx = 26, gy = 178, gz = 63

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -10, Y = -20, Z = -49, qw = 1604, qx = 972, qy = -761, qz = 16258, gx = -55, gy = 72, gz = 91

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -10, Y = -31, Z = -33, qw = 1598, qx = 957, qy = -770, qz = 16260, gx = -117, gy = 152, gz = 87

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -11, Y = -41, Z = -22, qw = 1592, qx = 937, qy = -787, qz = 16260, gx = -171, gy = 197, gz = 79

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -1, Y = -31, Z = -12, qw = 9167, qx = 2875, qy = -814, qz = -13247, gx = 69, gy = 22, gz = -43

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 16, Y = -30, Z = -15, qw = 9161, qx = 2880, qy = -820, qz = -13250, gx = 99, gy = 2, gz = -61

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 21, Y = -29, Z = -7, qw = 9156, qx = 2890, qy = -825, qz = -13250, gx = 119, gy = 58, gz = -34

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -14, Y = -49, Z = -14, qw = 1588, qx = 920, qy = -800, qz = 16261, gx = -163, gy = 178, gz = 66

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -20, Y = -30, Z = -27, qw = 1586, qx = 908, qy = -809, qz = 16262, gx = -108, gy = 114, gz = 34

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -29, Y = -9, Z = -39, qw = 1588, qx = 902, qy = -812, qz = 16262, gx = -40, gy = 61, gz = -12

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 32, Y = -31, Z = 13, qw = 9154, qx = 2902, qy = -831, qz = -13249, gx = 133, gy = 64, gz = -14

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = 3, Y = -21, Z = 9, qw = 9155, qx = 2913, qy = -833, qz = -13246, gx = 90, gy = 96, gz = 28

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -11, Y = -26, Z = -22, qw = 9157, qx = 2924, qy = -830, qz = -13242, gx = 41, gy = 134, gz = 38
