AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 12, Y = 16, Z = 3, qw = 2833, qx = 453, qy = -283, qz = -16128, gx = 0, gy = 16, gz = -11
AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -7, Y = -3, Z = -28, qw = 2850, qx = 510, qy = -230, qz = -16124, gx = -13, gy = -6, gz = 5

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -6, Y = 4, Z = -29, qw = 2850, qx = 509, qy = -230, qz = -16124, gx = 2, gy = -11, gz = -7

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = 8, Z = -25, qw = 2850, qx = 508, qy = -232, qz = -16125, gx = 12, gy = -15, gz = -6

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 1, Y = 12, Z = -23, qw = 2850, qx = 508, qy = -233, qz = -16124, gx = 9, gy = -6, gz = 1

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -3, Y = 3, Z = -25, qw = 2852, qx = 509, qy = -233, qz = -16124, gx = -5, gy = 12, gz = 14

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -8, Y = -2, Z = -29, qw = 2854, qx = 512, qy = -231, qz = -16124, gx = -18, gy = 28, gz = 23

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -8, Y = -7, Z = -26, qw = 2856, qx = 514, qy = -229, qz = -16123, gx = -19, gy = 33, gz = 28

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -8, Y = -6, Z = -13, qw = 2858, qx = 517, qy = -228, qz = -16123, gx = -5, gy = 29, gz = 23

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -4, Y = -3, Z = -4, qw = 2860, qx = 520, qy = -229, qz = -16122, gx = 10, gy = 25, gz = 18

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = 0, Z = 0, qw = 2860, qx = 521, qy = -231, qz = -16122, gx = 23, gy = 9, gz = 8

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = 3, Z = 6, qw = 2860, qx = 521, qy = -233, qz = -16122, gx = 27, gy = 4, gz = 4

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -3, Y = -3, Z = 2, qw = 2861, qx = 523, qy = -234, qz = -16122, gx = 9, gy = 10, gz = 11

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -6, Y = -5, Z = 0, qw = 2863, qx = 524, qy = -233, qz = -16122, gx = -9, gy = 18, gz = 18

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -6, Y = -11, Z = -2, qw = 2865, qx = 526, qy = -229, qz = -16121, gx = -31, gy = 25, gz = 20

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -5, Y = -15, Z = -9, qw = 2866, qx = 528, qy = -225, qz = -16121, gx = -36, gy = 28, gz = 13

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -1, Y = -14, Z = -6, qw = 2867, qx = 529, qy = -223, qz = -16121, gx = -27, gy = 12, gz = 9

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 3, Y = -8, Z = -4, qw = 2867, qx = 528, qy = -221, qz = -16121, gx = -15, gy = 4, gz = -1

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 11, Y = 2, Z = -6, qw = 2866, qx = 528, qy = -221, qz = -16121, gx = -6, gy = -1, gz = -14

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 9, Y = 6, Z = -13, qw = 2864, qx = 527, qy = -221, qz = -16122, gx = 0, gy = -11, gz = -16

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 7, Y = 8, Z = -18, qw = 2863, qx = 526, qy = -221, qz = -16122, gx = 0, gy = -15, gz = -14

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 7, Y = 9, Z = -19, qw = 2863, qx = 526, qy = -221, qz = -16122, gx = -10, gy = -5, gz = -5

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 3, Y = 1, Z = -25, qw = 2863, qx = 525, qy = -219, qz = -16122, gx = -24, gy = 7, gz = 1

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 3, Y = 1, Z = -25, qw = 2863, qx = 526, qy = -216, qz = -16122, gx = -32, gy = 11, gz = 2

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 2, Y = 0, Z = -28, qw = 2863, qx = 525, qy = -213, qz = -16122, gx = -31, gy = 4, gz = 2

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -1, Y = 0, Z = -28, qw = 2863, qx = 525, qy = -211, qz = -16122, gx = -24, gy = 8, gz = 1

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 2, Y = 4, Z = -24, qw = 2863, qx = 525, qy = -211, qz = -16122, gx = -7, gy = 3, gz = 0

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 5, Y = 6, Z = -18, qw = 2863, qx = 524, qy = -213, qz = -16122, gx = 19, gy = -11, gz = -4

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 3, Y = 6, Z = -12, qw = 2863, qx = 523, qy = -216, qz = -16122, gx = 30, gy = -12, gz = 5

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -3, Y = -6, Z = -12, qw = 2865, qx = 524, qy = -217, qz = -16122, gx = 18, gy = -2, gz = 22

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -3, Y = -8, Z = -15, qw = 2868, qx = 524, qy = -217, qz = -16121, gx = 1, gy = 7, gz = 30

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -7, Y = -13, Z = -15, qw = 2870, qx = 525, qy = -216, qz = -16121, gx = -16, gy = 11, gz = 28

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -11, Y = -14, Z = -17, qw = 2872, qx = 526, qy = -212, qz = -16120, gx = -29, gy = 19, gz = 21

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -8, Y = -9, Z = -14, qw = 2873, qx = 527, qy = -210, qz = -16120, gx = -25, gy = 16, gz = 12

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -8, Y = -7, Z = -12, qw = 2873, qx = 527, qy = -208, qz = -16120, gx = -10, gy = 5, gz = 1

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -4, Y = -5, Z = -16, qw = 2873, qx = 528, qy = -208, qz = -16120, gx = 4, gy = 0, gz = -8

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Ranges to 1 devices:   0x36: 379 mm

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -3, Y = 1, Z = -10, qw = 2872, qx = 528, qy = -209, qz = -16120, gx = 10, gy = 0, gz = -11

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -7, Y = 4, Z = -11, qw = 2871, qx = 528, qy = -209, qz = -16120, gx = 5, gy = 0, gz = -12

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -3, Y = 4, Z = -11, qw = 2871, qx = 528, qy = -209, qz = -16120, gx = -6, gy = 3, gz = -6

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -5, Y = 4, Z = -18, qw = 2871, qx = 528, qy = -207, qz = -16120, gx = -22, gy = 8, gz = -4

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -8, Y = -3, Z = -32, qw = 2871, qx = 529, qy = -204, qz = -16120, gx = -31, gy = 14, gz = -2

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -8, Y = 0, Z = -32, qw = 2871, qx = 530, qy = -201, qz = -16120, gx = -31, gy = 17, gz = -1

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -5, Y = -1, Z = -35, qw = 2871, qx = 532, qy = -199, qz = -16120, gx = -16, gy = 17, gz = -3

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -5, Y = 1, Z = -28, qw = 2871, qx = 534, qy = -199, qz = -16120, gx = -7, gy = 21, gz = -3

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 2, Y = 5, Z = -31, qw = 2870, qx = 537, qy = -198, qz = -16120, gx = -8, gy = 31, gz = -14

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 4, Y = 9, Z = -23, qw = 2869, qx = 540, qy = -198, qz = -16121, gx = -2, gy = 33, gz = -16

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 1, Y = 10, Z = -18, qw = 2869, qx = 543, qy = -198, qz = -16121, gx = 0, gy = 31, gz = 0

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = 8, Z = -11, qw = 2869, qx = 546, qy = -197, qz = -16120, gx = -1, gy = 38, gz = 7

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -1, Y = 9, Z = -8, qw = 2870, qx = 549, qy = -197, qz = -16120, gx = 1, gy = 38, gz = 10

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = 1, Z = -9, qw = 2871, qx = 552, qy = -197, qz = -16120, gx = 8, gy = 30, gz = 13

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -5, Y = 2, Z = -8, qw = 2873, qx = 554, qy = -196, qz = -16119, gx = 7, gy = 26, gz = 15

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -3, Y = 0, Z = -4, qw = 2874, qx = 557, qy = -196, qz = -16119, gx = 0, gy = 30, gz = 11

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = 3, Z = -6, qw = 2874, qx = 560, qy = -196, qz = -16119, gx = -4, gy = 29, gz = 3

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = 4, Z = -2, qw = 2874, qx = 562, qy = -195, qz = -16119, gx = 0, gy = 25, gz = -2

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 2, Y = 7, Z = -5, qw = 2874, qx = 563, qy = -196, qz = -16119, gx = 9, gy = 11, gz = -5

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -3, Y = 6, Z = -7, qw = 2874, qx = 564, qy = -196, qz = -16119, gx = 5, gy = 9, gz = 6

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -3, Y = 0, Z = -8, qw = 2875, qx = 566, qy = -195, qz = -16119, gx = -9, gy = 22, gz = 17

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -6, Y = -3, Z = -13, qw = 2877, qx = 568, qy = -193, qz = -16118, gx = -13, gy = 28, gz = 18

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -11, Y = -8, Z = -13, qw = 2878, qx = 570, qy = -191, qz = -16118, gx = -20, gy = 23, gz = 15

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -5, Y = -6, Z = -17, qw = 2879, qx = 572, qy = -188, qz = -16118, gx = -29, gy = 26, gz = 8

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = -2, Z = -21, qw = 2879, qx = 575, qy = -184, qz = -16118, gx = -32, gy = 37, gz = -5

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = 2, Z = -15, qw = 2879, qx = 578, qy = -182, qz = -16118, gx = -18, gy = 28, gz = -8

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = 3, Z = -15, qw = 2879, qx = 579, qy = -182, qz = -16118, gx = -2, gy = 14, gz = -3

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 1, Y = 5, Z = -13, qw = 2879, qx = 581, qy = -182, qz = -16118, gx = 0, gy = 22, gz = -3

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 5, Y = 3, Z = -10, qw = 2879, qx = 583, qy = -182, qz = -16118, gx = 0, gy = 22, gz = -3

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 5, Y = 4, Z = -12, qw = 2879, qx = 585, qy = -181, qz = -16117, gx = -2, gy = 24, gz = 0

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -4, Y = 0, Z = -5, qw = 2879, qx = 587, qy = -181, qz = -16117, gx = -3, gy = 18, gz = 6

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 1, Y = 2, Z = -9, qw = 2880, qx = 588, qy = -180, qz = -16117, gx = -10, gy = 18, gz = 9

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 5, Y = 2, Z = -9, qw = 2881, qx = 589, qy = -180, qz = -16117, gx = -1, gy = 13, gz = 11

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = -1, Z = -13, qw = 2882, qx = 591, qy = -179, qz = -16117, gx = -1, gy = 13, gz = 11

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -4, Y = -3, Z = -12, qw = 2884, qx = 591, qy = -179, qz = -16116, gx = 2, gy = 9, gz = 23

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -5, Y = -6, Z = -11, qw = 2886, qx = 592, qy = -179, qz = -16116, gx = 7, gy = 6, gz = 20

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -4, Y = -6, Z = -7, qw = 2887, qx = 592, qy = -181, qz = -16116, gx = 14, gy = 5, gz = 11

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 1, Y = -3, Z = 1, qw = 2887, qx = 592, qy = -181, qz = -16116, gx = 6, gy = 2, gz = 3

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -6, Y = -4, Z = -1, qw = 2887, qx = 592, qy = -181, qz = -16116, gx = 6, gy = 2, gz = 3

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -7, Y = -2, Z = -1, qw = 2887, qx = 592, qy = -180, qz = -16116, gx = -5, gy = 7, gz = 5

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -5, Y = -4, Z = -6, qw = 2887, qx = 592, qy = -180, qz = -16116, gx = -6, gy = 4, gz = -5

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 1, Y = 11, Z = -27, qw = 6017, qx = -699, qy = -553, qz = 15213, gx = -7, gy = 15, gz = 12

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 7, Y = 2, Z = -2, qw = 6016, qx = -701, qy = -555, qz = 15213, gx = -22, gy = 20, gz = 11

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 7, Y = 3, Z = 3, qw = 6014, qx = -705, qy = -555, qz = 15214, gx = -23, gy = 32, gz = 15

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 6, Y = 7, Z = 0, qw = 6013, qx = -708, qy = -554, qz = 15214, gx = -1, gy = 41, gz = 18

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -5, Y = -6, Z = -11, qw = 2887, qx = 592, qy = -179, qz = -16116, gx = -10, gy = 5, gz = -6

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = -2, Z = -12, qw = 2886, qx = 592, qy = -179, qz = -16116, gx = 0, gy = -2, gz = -9

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = 5, Z = -10, qw = 2885, qx = 592, qy = -179, qz = -16116, gx = 6, gy = -5, gz = -10

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 5, Y = 8, Z = -2, qw = 6011, qx = -710, qy = -552, qz = 15215, gx = 9, gy = 22, gz = 22

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 4, Y = 12, Z = -19, qw = 6009, qx = -710, qy = -552, qz = 15216, gx = 5, gy = 5, gz = 24

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 3, Y = 9, Z = -9, qw = 2884, qx = 592, qy = -179, qz = -16116, gx = 6, gy = -6, gz = -9

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 2, Y = 11, Z = -11, qw = 2884, qx = 592, qy = -179, qz = -16116, gx = 6, gy = -1, gz = -7

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 7, Y = 9, Z = -14, qw = 2884, qx = 592, qy = -180, qz = -16116, gx = 1, gy = -7, gz = 0

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 12, Y = 10, Z = -23, qw = 6006, qx = -710, qy = -552, qz = 15217, gx = -6, gy = 1, gz = 36

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 9, Y = 5, Z = -22, qw = 6003, qx = -710, qy = -553, qz = 15218, gx = -13, gy = 0, gz = 34

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 9, Y = 5, Z = -29, qw = 6001, qx = -711, qy = -554, qz = 15219, gx = -13, gy = -2, gz = 27

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = 9, Z = -16, qw = 2884, qx = 591, qy = -180, qz = -16116, gx = 2, gy = -12, gz = 5

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -5, Y = 2, Z = -21, qw = 2884, qx = 591, qy = -180, qz = -16116, gx = -2, gy = -4, gz = 8

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = 2, Z = -28, qw = 2884, qx = 592, qy = -180, qz = -16116, gx = -5, gy = 4, gz = 8

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Ranges to 1 devices:   0x36: 378 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 11, Y = 0, Z = -33, qw = 5999, qx = -711, qy = -554, qz = 15220, gx = -3, gy = 0, gz = 27

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 14, Y = -1, Z = -29, qw = 5996, qx = -711, qy = -554, qz = 15221, gx = -2, gy = 7, gz = 31

9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 378 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 15, Y = -4, Z = -26, qw = 5994, qx = -713, qy = -553, qz = 15222, gx = 0, gy = 18, gz = 27

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 9, Y = -2, Z = -25, qw = 5992, qx = -714, qy = -552, qz = 15222, gx = 6, gy = 13, gz = 18

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = 2, Z = -27, qw = 2885, qx = 592, qy = -180, qz = -16116, gx = -3, gy = 4, gz = 9

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -4, Y = 4, Z = -24, qw = 2886, qx = 592, qy = -180, qz = -16116, gx = 0, gy = 8, gz = 11

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 1, Y = 2, Z = -23, qw = 2888, qx = 592, qy = -181, qz = -16116, gx = 1, gy = 7, gz = 20

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 7, Y = -3, Z = -18, qw = 5992, qx = -714, qy = -552, qz = 15222, gx = 5, gy = 10, gz = 7

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 9, Y = 0, Z = -10, qw = 5993, qx = -716, qy = -551, qz = 15222, gx = -3, gy = 16, gz = 0

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = 5, Z = -17, qw = 2891, qx = 593, qy = -181, qz = -16115, gx = 2, gy = 9, gz = 36

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -7, Y = 5, Z = -17, qw = 2894, qx = 594, qy = -181, qz = -16114, gx = -2, gy = 9, gz = 40

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -16, Y = -8, Z = -12, qw = 2898, qx = 595, qy = -181, qz = -16114, gx = -5, gy = 16, gz = 40

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 9, Y = 4, Z = -10, qw = 5993, qx = -718, qy = -551, qz = 15222, gx = -9, gy = 20, gz = 0

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 15, Y = 1, Z = -14, qw = 5992, qx = -718, qy = -553, qz = 15222, gx = -14, gy = 8, gz = 5

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 13, Y = 1, Z = -14, qw = 5991, qx = -719, qy = -554, qz = 15222, gx = -16, gy = 3, gz = 14

